Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0801537L;Collège Béranger;Collège;Public;20 rue Mozart;BP 10035;;80201;80620;Péronne;080;20;32;;;0;0;0;03 22 73 38 60;;https://college-beranger-peronne.80.ac-amiens.fr;Ce.0801537L@ac-amiens.fr;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19801537200016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16818;49.93086067359956, 2.9252701068091618;SANS OBJET;Somme;Amiens;Hauts-de-France;694629.9;6981360.4;EPSG:2154;Circonscription d'inspection du 1er degré de Péronne;49.93086067359956;2.9252701068091618;Numéro de rue;1975-04-15;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801537L;;;0801203Y;;;20807;SANTERRE SOMME
0800010B;Lycée Madeleine Michelis;Lycée;Public;43 rue des Otages;BP 21723;;80017;80021;Amiens;080;20;32;;;1;0;0;03 22 22 43 00;;https://lyceemichelis.fr/;Ce.0800010B@ac-amiens.fr;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;;1;19800010100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2722;49.88921414281806, 2.302983194763526;SANS OBJET;Somme;Amiens;Hauts-de-France;649872.0;6976943.0;EPSG:2154;;49.88921414281806;2.302983194763526;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;302;LYCEE D ENSEIGNEMENT GENERAL;99;0801882L;;;;;;20805;AMIENS NORD
0801252B;Lycée professionnel Jean-Charles Peltier;Lycée;Public;8 avenue Jean Moulin;;;80400;80410;Ham;080;20;32;;;0;0;1;03 23 81 47 20;;https://lp-lyc-metier-j-c-athanase-peltier-ham.80.ac-amiens.fr;ce.0801252b@ac-amiens.fr;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;19801252800016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9893;49.75107198194297, 3.0781184417529786;SANS OBJET;Somme;Amiens;Hauts-de-France;705633.4;6961348.2;EPSG:2154;;49.75107198194297;3.0781184417529786;Numéro de rue;1967-10-16;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0800036E;;;;;;20807;SANTERRE SOMME
0020050U;Lycée Condorcet;Lycée;Public;17 rue Henri Hertz;;;02100;02691;Saint-Quentin;002;20;32;;;1;1;0;03 23 08 44 44;;https://www.espace-scolaire-condorcet.fr/;ce.0020050u@ac-amiens.fr;1;1;1;1;0;0;0;1;1;0;1;0;0;0;1;;1;19020050100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18224;49.86200489406485, 3.29391005947773;SANS OBJET;Aisne;Amiens;Hauts-de-France;721148.9;6973732.3;EPSG:2154;;49.86200489406485;3.29391005947773;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0020054Y;;;;;;20027;SAINT QUENTIN - CHAUNY
0020051V;Lycée des métiers d'art;Lycée;Public;Rue Fleming;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;1;03 23 65 09 98;;https://lp-lyc-metier-dart-saint-quentin.02.ac-amiens.fr/;ce.0020051v@ac-amiens.fr;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;;1;19020051900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12670;49.863780678018735, 3.3043004997691803;SANS OBJET;Aisne;Amiens;Hauts-de-France;721895.8;6973932.8;EPSG:2154;;49.863780678018735;3.3043004997691803;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0020052W;;;;;;20027;SAINT QUENTIN - CHAUNY
0021491K;Collège Maurice Wajsfelner;Collège;Public;Rue du Marais;;;02880;02245;Cuffies;002;20;32;;;0;0;0;03 23 59 95 40;;https://college-maurice-wajsfelner-cuffies.02.ac-amiens.fr;Ce.0021491K@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19021491600016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13575;49.40484094369813, 3.322560320064687;SANS OBJET;Aisne;Amiens;Hauts-de-France;723418.3;6922865.8;EPSG:2154;Circonscription d'inspection du 1er degré de Soissons;49.40484094369813;3.322560320064687;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021491K;;;0020214X;;;20029;SUD-AISNE
0601864A;Lycée André Malraux;Lycée;Public;1 place Nelson Mandela;;;60160;60414;Montataire;060;20;32;;;1;1;0;03 44 64 63 20;;https://lgt-andre-malraux-montataire.60.ac-amiens.fr/;Ce.0601864A@ac-amiens.fr;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;;1;19600080600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18335;49.26076666122388, 2.425360010115407;SANS OBJET;Oise;Amiens;Hauts-de-France;658164.0;6906942.4;EPSG:2154;;49.26076666122388;2.425360010115407;Numéro de rue;1990-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0600020W;;;;;;20606;OISE CENTRALE
0600040T;Lycée Jean Calvin;Lycée;Public;Rue Jean Moulin;BP 10152;;60401;60471;Noyon;060;20;32;;;1;1;0;03 44 93 47 00;;https://cite-scolaire-noyon.60.ac-amiens.fr/;Ce.0600040T@ac-amiens.fr;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;;1;19600040000016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18609;49.584183205634986, 3.0149995588661773;SANS OBJET;Oise;Amiens;Hauts-de-France;701085.2;6942772.8;EPSG:2154;;49.584183205634986;3.0149995588661773;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0600040T;;;;;;20607;OISE ORIENTALE
0600063T;Lycée professionnel Jules Uhry;Lycée;Public;10 rue Aristide Briand;;;60107;60175;Creil;060;20;32;;;0;0;1;03 44 64 75 44;;https://cite-jules-uhry-creil.60.ac-amiens.fr/;Ce.0600021X@ac-amiens.fr;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;19600063200014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1196;49.25800686874658, 2.4744796474339172;SANS OBJET;Oise;Amiens;Hauts-de-France;661738.0;6906610.5;EPSG:2154;;49.25800686874658;2.4744796474339172;Numéro de rue;1965-11-02;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0600020W;;;;;;20606;OISE CENTRALE
0020088K;Lycée professionnel Camille Claudel;Lycée;Public;9 rue de Panleu;;;02209;02722;Soissons;002;20;32;;;0;0;1;03 23 59 97 30;;https://lp-lyc-metier-camille-claudel-soissons.02.ac-amiens.fr;ce.0020088K@ac-amiens.fr;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;;1;19020088100018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13150;49.37838438079206, 3.323789375415421;SANS OBJET;Aisne;Amiens;Hauts-de-France;723519.6;6919922.8;EPSG:2154;;49.37838438079206;3.323789375415421;Numéro de rue;1966-11-04;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0020059D;;;;;;20029;SUD-AISNE
0801375K;Collège Pierre et Marie Curie;Collège;Public;Place Émile Leturcq;BP 50208;;80302;80016;Albert;080;20;32;;;0;0;0;03 22 74 44 00;;https://college-pierre-et-marie-curie-albert.80.ac-amiens.fr;Ce.0801375K@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19801375700010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1191;50.0020496578386, 2.650819949496752;SANS OBJET;Somme;Amiens;Hauts-de-France;674943.0;6989338.6;EPSG:2154;Circonscription d'inspection du 1er degré de Doullens;50.0020496578386;2.650819949496752;Rue;1971-02-02;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801375K;;;0801447N;;;20807;SANTERRE SOMME
0601470X;Lycée professionnel Lavoisier;Lycée;Public;8 rue Jules Ferry;;;60110;60395;Méru;060;20;32;;;0;0;1;03 44 52 65 40;;https://lycee-lavoisier-meru.fr/;Ce.0601470X@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;;1;19601470800016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1160;49.228923701364565, 2.123689980085554;SANS OBJET;Oise;Amiens;Hauts-de-France;636162.7;6903602.3;EPSG:2154;;49.228923701364565;2.123689980085554;Numéro de rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0601470X;;;;;;20608;OISE OCCIDENTALE
0600015R;Lycée Mireille Grenet;Lycée;Public;13 avenue de Huy;;;60200;60159;Compiègne;060;20;32;;;1;1;0;03 44 92 28 00;;https://www.lycee-mireille-grenet.fr/;Ce.0600015R@ac-amiens.fr;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19600015200013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10475;49.401269931878325, 2.8204306163619624;SANS OBJET;Oise;Amiens;Hauts-de-France;686962.1;6922435.5;EPSG:2154;;49.401269931878325;2.8204306163619624;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0600015R;;;;;;20607;OISE ORIENTALE
